timestamp,line
2025-05-08T15:45:16.027851,156.24
2025-05-08T15:45:16.028426,156.37
2025-05-08T15:45:16.028543,156.50
2025-05-08T15:45:16.028641,156.61
2025-05-08T15:45:16.028742,156.74
2025-05-08T15:45:16.028836,156.86
2025-05-08T15:45:16.028929,156.98
2025-05-08T15:45:16.029025,157.11
2025-05-08T15:45:16.029114,157.22
2025-05-08T15:45:16.029205,157.34
2025-05-08T15:45:16.029294,157.46
2025-05-08T15:45:16.029386,157.58
2025-05-08T15:45:16.029478,157.70
2025-05-08T15:45:16.029572,157.80
2025-05-08T15:45:16.029662,157.92
2025-05-08T15:45:16.029754,158.04
2025-05-08T15:45:16.029849,158.15
2025-05-08T15:45:16.029942,158.26
2025-05-08T15:45:16.030036,158.37
2025-05-08T15:45:16.030128,158.49
2025-05-08T15:45:16.030221,158.60
2025-05-08T15:45:16.030310,158.71
2025-05-08T15:45:16.030401,158.81
2025-05-08T15:45:16.030493,158.92
2025-05-08T15:45:16.030590,159.03
2025-05-08T15:45:16.030683,159.14
2025-05-08T15:45:16.030774,159.25
2025-05-08T15:45:16.030866,159.35
2025-05-08T15:45:16.030957,159.46
2025-05-08T15:45:16.031047,159.57
2025-05-08T15:45:16.031142,159.67
2025-05-08T15:45:16.031235,159.77
2025-05-08T15:45:16.031327,159.87
2025-05-08T15:45:16.031416,159.98
2025-05-08T15:45:16.031506,160.08
2025-05-08T15:45:16.031597,160.19
2025-05-08T15:45:16.031689,160.28
2025-05-08T15:45:16.031782,160.38
2025-05-08T15:45:16.031873,160.49
2025-05-08T15:45:16.031964,160.59
2025-05-08T15:45:16.052084,160.69
2025-05-08T15:45:16.098084,160.78
2025-05-08T15:45:16.149200,160.88
2025-05-08T15:45:16.200213,160.98
2025-05-08T15:45:16.251427,161.08
2025-05-08T15:45:16.302536,161.17
2025-05-08T15:45:16.348421,161.26
2025-05-08T15:45:16.399480,161.36
2025-05-08T15:45:16.450614,161.46
2025-05-08T15:45:16.501792,161.55
2025-05-08T15:45:16.547768,161.64
2025-05-08T15:45:16.598649,161.73
2025-05-08T15:45:16.649791,161.83
2025-05-08T15:45:16.700896,161.92
2025-05-08T15:45:16.752082,162.01
2025-05-08T15:45:16.797948,162.10
2025-05-08T15:45:16.849076,162.19
2025-05-08T15:45:16.900132,162.28
2025-05-08T15:45:16.951252,162.37
2025-05-08T15:45:17.002283,162.46
2025-05-08T15:45:17.048283,162.55
2025-05-08T15:45:17.099374,162.64
2025-05-08T15:45:17.150492,162.72
2025-05-08T15:45:17.201636,162.81
2025-05-08T15:45:17.247510,162.89
2025-05-08T15:45:17.298610,162.98
2025-05-08T15:45:17.349752,163.07
2025-05-08T15:45:17.400788,163.16
2025-05-08T15:45:17.452015,163.24
2025-05-08T15:45:17.497859,163.32
2025-05-08T15:45:17.548960,163.41
2025-05-08T15:45:17.600052,163.49
2025-05-08T15:45:17.651121,163.58
2025-05-08T15:45:17.702332,163.66
2025-05-08T15:45:17.748202,163.74
2025-05-08T15:45:17.799286,163.82
2025-05-08T15:45:17.850403,163.90
2025-05-08T15:45:17.901436,163.99
2025-05-08T15:45:17.947457,164.06
2025-05-08T15:45:17.998509,164.14
2025-05-08T15:45:18.049624,164.22
2025-05-08T15:45:18.100726,164.31
2025-05-08T15:45:18.151902,164.39
2025-05-08T15:45:18.197749,164.46
2025-05-08T15:45:18.248845,164.54
2025-05-08T15:45:18.299958,164.62
2025-05-08T15:45:18.351018,164.70
2025-05-08T15:45:18.402100,164.78
2025-05-08T15:45:18.448059,164.85
2025-05-08T15:45:18.499228,164.92
2025-05-08T15:45:18.550263,165.00
2025-05-08T15:45:18.601353,165.08
2025-05-08T15:45:18.652492,165.16
2025-05-08T15:45:18.698378,165.22
2025-05-08T15:45:18.749495,165.30
2025-05-08T15:45:18.800579,165.38
2025-05-08T15:45:18.851748,165.45
2025-05-08T15:45:18.897617,165.52
2025-05-08T15:45:18.948716,165.59
2025-05-08T15:45:18.999826,165.67
2025-05-08T15:45:19.050917,165.74
2025-05-08T15:45:19.101993,165.81
2025-05-08T15:45:19.147931,165.88
2025-05-08T15:45:19.199055,165.95
2025-05-08T15:45:19.250132,166.03
2025-05-08T15:45:19.301285,166.10
2025-05-08T15:45:19.352418,166.17
2025-05-08T15:45:19.398290,166.23
2025-05-08T15:45:19.449470,166.31
2025-05-08T15:45:19.500458,166.38
2025-05-08T15:45:19.551618,166.45
2025-05-08T15:45:19.597512,166.51
2025-05-08T15:45:19.648597,166.58
2025-05-08T15:45:19.699688,166.65
2025-05-08T15:45:19.750760,166.72
2025-05-08T15:45:19.801944,166.79
2025-05-08T15:45:19.847835,166.85
2025-05-08T15:45:19.899039,166.92
2025-05-08T15:45:19.949923,166.98
2025-05-08T15:45:20.001041,167.05
2025-05-08T15:45:20.052135,167.12
2025-05-08T15:45:20.098116,167.18
2025-05-08T15:45:20.149250,167.25
2025-05-08T15:45:20.200389,167.31
2025-05-08T15:45:20.251525,167.38
2025-05-08T15:45:20.297392,167.44
2025-05-08T15:45:20.348517,167.50
2025-05-08T15:45:20.399518,167.57
2025-05-08T15:45:20.450732,167.63
2025-05-08T15:45:20.501854,167.70
2025-05-08T15:45:20.547722,167.76
2025-05-08T15:45:20.598809,167.82
2025-05-08T15:45:20.649876,167.88
2025-05-08T15:45:20.701091,167.95
2025-05-08T15:45:20.752165,168.01
2025-05-08T15:45:20.798083,168.07
2025-05-08T15:45:20.849122,168.13
2025-05-08T15:45:20.900508,168.19
2025-05-08T15:45:20.951395,168.25
2025-05-08T15:45:21.002347,168.31
2025-05-08T15:45:21.048303,168.37
2025-05-08T15:45:21.099346,168.43
2025-05-08T15:45:21.150494,168.49
2025-05-08T15:45:21.201677,168.55
2025-05-08T15:45:21.247603,168.61
2025-05-08T15:45:21.298691,168.67
2025-05-08T15:45:21.349928,168.73
2025-05-08T15:45:21.400908,168.79
2025-05-08T15:45:21.451995,168.85
2025-05-08T15:45:21.497931,168.90
2025-05-08T15:45:21.549068,168.96
2025-05-08T15:45:21.600474,169.02
2025-05-08T15:45:21.651145,169.07
2025-05-08T15:45:21.702216,169.13
2025-05-08T15:45:21.748206,169.19
2025-05-08T15:45:21.799258,169.24
2025-05-08T15:45:21.850475,169.30
2025-05-08T15:45:21.901522,169.36
2025-05-08T15:45:21.947549,169.41
2025-05-08T15:45:21.998625,169.47
2025-05-08T15:45:22.049673,169.52
2025-05-08T15:45:22.100755,169.58
2025-05-08T15:45:22.151887,169.63
2025-05-08T15:45:22.197804,169.68
2025-05-08T15:45:22.248924,169.74
2025-05-08T15:45:22.300060,169.79
2025-05-08T15:45:22.351215,169.85
2025-05-08T15:45:22.402175,169.90
2025-05-08T15:45:22.448160,169.95
2025-05-08T15:45:22.499200,170.01
2025-05-08T15:45:22.550281,170.06
2025-05-08T15:45:22.601422,170.12
2025-05-08T15:45:22.647517,170.16
2025-05-08T15:45:22.698584,170.22
2025-05-08T15:45:22.749650,170.27
2025-05-08T15:45:22.800767,170.32
2025-05-08T15:45:22.851705,170.38
2025-05-08T15:45:22.897660,170.42
2025-05-08T15:45:22.948782,170.48
2025-05-08T15:45:22.999851,170.53
2025-05-08T15:45:23.050947,170.58
2025-05-08T15:45:23.102046,170.63
2025-05-08T15:45:23.148143,170.68
2025-05-08T15:45:23.199214,170.73
2025-05-08T15:45:23.250341,170.78
2025-05-08T15:45:23.301430,170.83
2025-05-08T15:45:23.352513,170.88
2025-05-08T15:45:23.398459,170.93
2025-05-08T15:45:23.449554,170.98
2025-05-08T15:45:23.500539,171.03
2025-05-08T15:45:23.551739,171.08
2025-05-08T15:45:23.597591,171.12
2025-05-08T15:45:23.648830,171.17
2025-05-08T15:45:23.699886,171.22
2025-05-08T15:45:23.750981,171.27
2025-05-08T15:45:23.801974,171.32
2025-05-08T15:45:23.847816,171.36
2025-05-08T15:45:23.898943,171.41
2025-05-08T15:45:23.950065,171.46
2025-05-08T15:45:24.001291,171.51
2025-05-08T15:45:24.052277,171.56
2025-05-08T15:45:24.098254,171.60
2025-05-08T15:45:24.149431,171.65
2025-05-08T15:45:24.200565,171.69
2025-05-08T15:45:24.251637,171.74
2025-05-08T15:45:24.297495,171.78
2025-05-08T15:45:24.348704,171.83
2025-05-08T15:45:24.399779,171.88
2025-05-08T15:45:24.450861,171.92
2025-05-08T15:45:24.501976,171.97
2025-05-08T15:45:24.547830,172.01
2025-05-08T15:45:24.599013,172.06
2025-05-08T15:45:24.650122,172.10
2025-05-08T15:45:24.701235,172.15
2025-05-08T15:45:24.752313,172.20
2025-05-08T15:45:24.798207,172.24
2025-05-08T15:45:24.849421,172.28
2025-05-08T15:45:24.900282,172.33
2025-05-08T15:45:24.951256,172.37
2025-05-08T15:45:25.002416,172.42
2025-05-08T15:45:25.048349,172.46
2025-05-08T15:45:25.099419,172.50
2025-05-08T15:45:25.150497,172.54
2025-05-08T15:45:25.201595,172.59
2025-05-08T15:45:25.247629,172.63
2025-05-08T15:45:25.298827,172.67
2025-05-08T15:45:25.349996,172.71
2025-05-08T15:45:25.401150,172.76
2025-05-08T15:45:25.452166,172.80
2025-05-08T15:45:25.498134,172.84
2025-05-08T15:45:25.549269,172.88
2025-05-08T15:45:25.600289,172.93
2025-05-08T15:45:25.651422,172.97
2025-05-08T15:45:25.702538,173.01
2025-05-08T15:45:25.748378,173.05
2025-05-08T15:45:25.799533,173.09
2025-05-08T15:45:25.850647,173.13
2025-05-08T15:45:25.901615,173.17
2025-05-08T15:45:25.947706,173.21
2025-05-08T15:45:25.998769,173.25
2025-05-08T15:45:26.049905,173.29
2025-05-08T15:45:26.100956,173.34
2025-05-08T15:45:26.152042,173.38
2025-05-08T15:45:26.197904,173.41
2025-05-08T15:45:26.249134,173.45
2025-05-08T15:45:26.300165,173.49
2025-05-08T15:45:26.351298,173.54
2025-05-08T15:45:26.402241,173.58
2025-05-08T15:45:26.448399,173.61
2025-05-08T15:45:26.499451,173.65
2025-05-08T15:45:26.550554,173.69
2025-05-08T15:45:26.601650,173.73
2025-05-08T15:45:26.647605,173.77
2025-05-08T15:45:26.698683,173.81
2025-05-08T15:45:26.749797,173.85
2025-05-08T15:45:26.800866,173.89
2025-05-08T15:45:26.851944,173.92
2025-05-08T15:45:26.897897,173.96
2025-05-08T15:45:26.949014,174.00
2025-05-08T15:45:27.000097,174.04
2025-05-08T15:45:27.051209,174.08
2025-05-08T15:45:27.102278,174.11
2025-05-08T15:45:27.148264,174.15
2025-05-08T15:45:27.199305,174.19
2025-05-08T15:45:27.250427,174.22
2025-05-08T15:45:27.301522,174.26
2025-05-08T15:45:27.352578,174.30
2025-05-08T15:45:27.398450,174.33
2025-05-08T15:45:27.449679,174.37
2025-05-08T15:45:27.500602,174.41
2025-05-08T15:45:27.551793,174.45
2025-05-08T15:45:27.597793,174.48
2025-05-08T15:45:27.648849,174.52
2025-05-08T15:45:27.699974,174.55
2025-05-08T15:45:27.751049,174.59
2025-05-08T15:45:27.802148,174.63
2025-05-08T15:45:27.847961,174.66
2025-05-08T15:45:27.899132,174.69
2025-05-08T15:45:27.950227,174.73
2025-05-08T15:45:28.001369,174.77
2025-05-08T15:45:28.052459,174.80
2025-05-08T15:45:28.098452,174.84
2025-05-08T15:45:28.149521,174.87
2025-05-08T15:45:28.200628,174.91
2025-05-08T15:45:28.251705,174.94
2025-05-08T15:45:28.297563,174.97
2025-05-08T15:45:28.348773,175.01
2025-05-08T15:45:28.399874,175.04
2025-05-08T15:45:28.450966,175.08
2025-05-08T15:45:28.502060,175.11
2025-05-08T15:45:28.548008,175.15
2025-05-08T15:45:28.599087,175.18
2025-05-08T15:45:28.650018,175.21
2025-05-08T15:45:28.701110,175.25
2025-05-08T15:45:28.752126,175.28
2025-05-08T15:45:28.798104,175.31
2025-05-08T15:45:28.849247,175.35
2025-05-08T15:45:28.900330,175.38
2025-05-08T15:45:28.951400,175.42
2025-05-08T15:45:28.997411,175.45
2025-05-08T15:45:29.048514,175.48
2025-05-08T15:45:29.099539,175.51
2025-05-08T15:45:29.150626,175.55
2025-05-08T15:45:29.201724,175.58
2025-05-08T15:45:29.247717,175.61
2025-05-08T15:45:29.298800,175.64
2025-05-08T15:45:29.349883,175.68
2025-05-08T15:45:29.400964,175.71
2025-05-08T15:45:29.452048,175.74
2025-05-08T15:45:29.498034,175.77
2025-05-08T15:45:29.549153,175.80
2025-05-08T15:45:29.600210,175.84
2025-05-08T15:45:29.651277,175.87
2025-05-08T15:45:29.702386,175.90
2025-05-08T15:45:29.748344,175.93
2025-05-08T15:45:29.799478,175.96
2025-05-08T15:45:29.850661,175.99
2025-05-08T15:45:29.901656,176.03
2025-05-08T15:45:29.947605,176.06
2025-05-08T15:45:29.998579,176.09
2025-05-08T15:45:30.049766,176.12
2025-05-08T15:45:30.100869,176.15
2025-05-08T15:45:30.152048,176.18
2025-05-08T15:45:30.197961,176.21
2025-05-08T15:45:30.249156,176.24
2025-05-08T15:45:30.300264,176.27
2025-05-08T15:45:30.351334,176.30
2025-05-08T15:45:30.402395,176.33
2025-05-08T15:45:30.448377,176.36
2025-05-08T15:45:30.499369,176.39
2025-05-08T15:45:30.550561,176.42
2025-05-08T15:45:30.601560,176.45
2025-05-08T15:45:30.647642,176.48
2025-05-08T15:45:30.698694,176.51
2025-05-08T15:45:30.749792,176.54
2025-05-08T15:45:30.800911,176.57
2025-05-08T15:45:30.852065,176.60
2025-05-08T15:45:30.897785,176.63
2025-05-08T15:45:30.949093,176.66
2025-05-08T15:45:31.000141,176.69
2025-05-08T15:45:31.056395,176.72
2025-05-08T15:45:31.102194,176.75
2025-05-08T15:45:31.148322,176.77
2025-05-08T15:45:31.199368,176.80
2025-05-08T15:45:31.250326,176.83
2025-05-08T15:45:31.301498,176.86
2025-05-08T15:45:31.347526,176.89
2025-05-08T15:45:31.398619,176.92
2025-05-08T15:45:31.449691,176.95
2025-05-08T15:45:31.500784,176.97
2025-05-08T15:45:31.551815,177.00
2025-05-08T15:45:31.597871,177.03
2025-05-08T15:45:31.648951,177.06
2025-05-08T15:45:31.699995,177.09
2025-05-08T15:45:31.751103,177.12
2025-05-08T15:45:31.802205,177.14
2025-05-08T15:45:31.848161,177.17
2025-05-08T15:45:31.899276,177.20
2025-05-08T15:45:31.950263,177.23
2025-05-08T15:45:32.001437,177.25
2025-05-08T15:45:32.052515,177.28
2025-05-08T15:45:32.098468,177.31
2025-05-08T15:45:32.149574,177.33
2025-05-08T15:45:32.200678,177.36
2025-05-08T15:45:32.251809,177.39
2025-05-08T15:45:32.297718,177.41
2025-05-08T15:45:32.348628,177.44
2025-05-08T15:45:32.399727,177.47
2025-05-08T15:45:32.450829,177.50
2025-05-08T15:45:32.501831,177.52
2025-05-08T15:45:32.547917,177.55
2025-05-08T15:45:32.599048,177.58
2025-05-08T15:45:32.650208,177.60
2025-05-08T15:45:32.701249,177.63
2025-05-08T15:45:32.752370,177.66
2025-05-08T15:45:32.798289,177.68
2025-05-08T15:45:32.849333,177.71
2025-05-08T15:45:32.900397,177.73
2025-05-08T15:45:32.951524,177.76
2025-05-08T15:45:32.997461,177.78
