roll,pitch,yaw
0.324213,0.150104,0.981988
0.281563,0.0957675,1.13886
0.231058,0.0488597,1.29732
0.173949,0.0100606,1.4581
0.111561,-0.0186683,1.62105
0.0449626,-0.0369712,1.78557
-0.0242554,-0.0434312,1.95094
-0.0932806,-0.038454,2.11633
-0.161451,-0.0222877,2.28031
-0.226127,0.00471744,2.44277
-0.285553,0.0424919,2.60272
-0.338378,0.0892273,2.76061
-0.38346,0.143406,2.91675
-0.420125,0.204113,3.07178
-0.447147,0.270713,-3.05721
-0.463451,0.340705,-2.90156
-0.467359,0.413045,-2.74248
-0.45835,0.484993,-2.57806
-0.434573,0.556247,-2.40685
-0.394809,0.62257,-2.22537
-0.338525,0.681821,-2.03113
-0.265453,0.730839,-1.8236
-0.175061,0.768072,-1.60244
-0.0726072,0.789714,-1.37089
0.0353682,0.79429,-1.13462
0.141483,0.78102,-0.899995
0.23775,0.75037,-0.674595
0.319716,0.705432,-0.461378
0.383046,0.648339,-0.26339
0.429334,0.582781,-0.0783544
0.457998,0.510904,0.0944881
0.471635,0.435714,0.258629
0.469268,0.357672,0.414836
0.454218,0.281257,0.567218
0.426805,0.205367,0.717648
0.388304,0.13461,0.868157
0.338596,0.0682013,1.02008
0.279624,0.0102153,1.17474
0.21162,-0.0390577,1.33189
0.136343,-0.0768894,1.49242
0.0553226,-0.10263,1.65543
-0.0286909,-0.114775,1.82029
-0.115124,-0.1133,1.98556
-0.200219,-0.0978313,2.14995
-0.282474,-0.0675342,2.31267
-0.359124,-0.0235189,2.4713
-0.428132,0.0319579,2.62615
-0.488345,0.0980433,2.77611
-0.538418,0.172309,2.92324
-0.577338,0.253166,3.06836
-0.604329,0.338757,-3.06937
-0.618752,0.427777,-2.9216
-0.61832,0.517682,-2.76824
-0.601132,0.606486,-2.6059
-0.564768,0.691719,-2.43073
-0.502416,0.771463,-2.23736
-0.413107,0.840437,-2.0212
-0.295196,0.893929,-1.78052
-0.153358,0.926638,-1.51774
0.00252604,0.935275,-1.2425
0.155681,0.918186,-0.969843
0.290248,0.878337,-0.713975
0.398761,0.819532,-0.481918
0.478244,0.746837,-0.274529
0.531786,0.664579,-0.0885261
0.562022,0.576796,0.08135
0.573666,0.486271,0.239536
0.568934,0.396006,0.39117
0.550163,0.306994,0.538361
0.518486,0.222133,0.683478
0.475227,0.14286,0.829007
0.422995,0.0701291,0.976184
0.360878,0.00584007,1.12656
0.290985,-0.0483412,1.28093
0.213056,-0.0912435,1.43926
0.129674,-0.122304,1.60132
0.0421236,-0.139365,1.76591
-0.0458338,-0.142127,1.9313
-0.133057,-0.130899,2.09624
-0.216897,-0.106017,2.26001
-0.295411,-0.067828,2.42067
-0.367302,-0.0184391,2.578
-0.430614,0.0416326,2.73149
-0.48404,0.110082,2.88129
-0.527329,0.185929,3.02875
-0.559704,0.26739,-3.10829
-0.580059,0.353308,-2.96135
-0.586959,0.440781,-2.81085
-0.578596,0.528163,-2.65375
-0.553353,0.613313,-2.48692
-0.508243,0.69309,-2.3069
-0.441175,0.764977,-2.10961
-0.348155,0.82459,-1.89062
-0.231966,0.867888,-1.65102
-0.0978049,0.89078,-1.39506
0.0429097,0.89116,-1.13301
0.178986,0.868622,-0.875447
0.297237,0.82564,-0.634152
0.393659,0.765693,-0.413025
0.465405,0.692897,-0.212998
0.514332,0.612096,-0.0315403
0.543051,0.525447,0.13567
0.553905,0.436829,0.292391
0.549353,0.347679,0.442353
0.53086,0.261156,0.588426
0.500054,0.177783,0.733328
0.45731,0.0992977,0.87861
0.403899,0.0277154,1.0264
0.340048,-0.0357296,1.17807
0.267385,-0.0888292,1.33402
0.185679,-0.130434,1.49419
0.0982041,-0.158589,1.65805
0.00620843,-0.172981,1.82464
-0.0866858,-0.171954,1.99199
-0.177187,-0.156287,2.15862
-0.263478,-0.12605,2.3226
-0.343259,-0.081489,2.4831
-0.41451,-0.0251786,2.63916
-0.476496,0.0416172,2.79
-0.527931,0.116583,2.93729
-0.567505,0.198996,3.08168
-0.595057,0.286323,-3.05753
-0.61126,0.377997,-2.91309
-0.613024,0.470975,-2.76409
-0.600211,0.563417,-2.60804
-0.568813,0.652618,-2.44039
-0.51607,0.736938,-2.25703
-0.437875,0.81088,-2.05194
-0.332479,0.870852,-1.82297
-0.201026,0.911851,-1.57038
-0.0516729,0.930112,-1.30114
0.101627,0.922136,-1.028
0.242229,0.890318,-0.766704
0.359081,0.836844,-0.527013
0.448248,0.767606,-0.312059
0.510825,0.687561,-0.119613
0.55021,0.60022,0.0548262
0.568494,0.507766,0.214768
0.569769,0.413998,0.365664
0.55565,0.321826,0.511282
0.528002,0.232486,0.654401
0.48837,0.148854,0.798079
0.437782,0.071912,0.9437
0.376546,0.00356696,1.0929
0.305549,-0.0544326,1.2462
0.227026,-0.100456,1.40403
0.141849,-0.133592,1.56574
0.0522702,-0.150865,1.73017
-0.0389998,-0.153591,1.89576
-0.129469,-0.141656,2.06139
-0.216664,-0.115053,2.22485
-0.297282,-0.0747116,2.38469
-0.369937,-0.0223977,2.54042
-0.434431,0.0399972,2.69224
-0.488708,0.111162,2.84054
-0.533446,0.188713,2.98713
-0.566919,0.27193,3.13274
-0.588124,0.358466,-3.00323
-0.595463,0.44713,-2.85232
-0.588182,0.535323,-2.69544
-0.563839,0.62144,-2.52869
-0.519645,0.701819,-2.34799
-0.452837,0.77414,-2.14948
-0.361043,0.834466,-1.92956
-0.245369,0.87865,-1.68836
-0.110332,0.903497,-1.43026
0.0327339,0.905441,-1.16473
0.171011,0.884564,-0.90454
0.291923,0.84276,-0.660332
0.388808,0.783724,-0.437666
0.46043,0.711607,-0.23575
0.508693,0.631053,-0.05253
0.536781,0.544874,0.116608
0.546711,0.456222,0.274913
0.541166,0.366904,0.426012
0.522016,0.279489,0.573256
0.490561,0.195637,0.719173
0.447396,0.116812,0.865782
0.394348,0.0457036,1.01449
0.331394,-0.0167179,1.16661
0.260641,-0.068677,1.32245
0.182392,-0.109011,1.48223
0.0987238,-0.137212,1.64584
0.0113899,-0.151435,1.81172
-0.0783869,-0.151362,1.97848
-0.166811,-0.136581,2.14439
-0.252251,-0.107546,2.30786
-0.331574,-0.0652563,2.46776
-0.403471,-0.0118352,2.62348
-0.466626,0.0518044,2.77518
-0.520972,0.123376,2.92345
-0.564613,0.202086,3.06938
-0.597787,0.285872,-3.06825
-0.618556,0.373635,-2.92143
-0.625739,0.463553,-2.77107
-0.617452,0.553413,-2.61376
-0.590656,0.641167,-2.44599
-0.543115,0.72341,-2.2633
-0.471787,0.798184,-2.06211
-0.373372,0.860255,-1.83751
-0.248841,0.905816,-1.58902
-0.104174,0.929527,-1.32188
0.0489812,0.92945,-1.04687
0.194042,0.90465,-0.77944
0.317435,0.858111,-0.530573
0.41388,0.794304,-0.306008
0.482239,0.718377,-0.105357
0.526453,0.634526,0.0760565
0.548167,0.545646,0.241349
0.552323,0.454885,0.396554
0.54128,0.364838,0.545366
0.515179,0.277483,0.691198
0.476918,0.194473,0.836337
0.427585,0.118359,0.983239
0.368021,0.0500838,1.13284
0.299103,-0.00739252,1.28677
0.222073,-0.0534467,1.44451
0.138606,-0.086564,1.60577
0.050594,-0.105938,1.76965
-0.0388889,-0.110203,1.9346
-0.127628,-0.0996791,2.09919
-0.211494,-0.076111,2.26198
-0.290284,-0.0394583,2.42195
-0.36419,0.00681219,2.57753
-0.430163,0.0638286,2.72957
-0.485373,0.131626,2.87861
-0.530152,0.206504,3.02551
-0.564813,0.284136,-3.10919
-0.587744,0.365896,-2.95963
-0.600025,0.451526,-2.80585
-0.59751,0.53791,-2.64601
-0.578669,0.626367,-2.47871
-0.539368,0.710832,-2.29742
-0.472659,0.786854,-2.09871
-0.379526,0.851211,-1.87737
-0.267412,0.901449,-1.6366
-0.132732,0.932162,-1.37508
0.0258498,0.947022,-1.0963
0.185529,0.93536,-0.816484
0.332144,0.897125,-0.551674
0.451023,0.837807,-0.312522
0.539571,0.76284,-0.10051
0.600294,0.67725,0.0879881
0.63845,0.585699,0.258034
0.656507,0.490371,0.414801
0.655364,0.390614,0.559479
0.639275,0.292018,0.699267
0.608545,0.193357,0.835392
0.565109,0.0997501,0.972575
0.509261,0.0122227,1.11371
0.441516,-0.0665241,1.25983
0.362476,-0.134175,1.41205
0.272806,-0.191104,1.57091
0.174079,-0.232982,1.73603
0.0716582,-0.258351,1.90382
-0.0341604,-0.26661,2.07417
-0.139417,-0.256309,2.24386
-0.240932,-0.229215,2.41075
-0.335734,-0.186285,2.57278
-0.421584,-0.12918,2.72873
-0.495447,-0.0573581,2.88037
-0.557543,0.0245077,3.02613
-0.606615,0.114919,-3.11586
-0.642964,0.2113,-2.97717
-0.664944,0.310866,-2.83961
-0.67268,0.412449,-2.69912
-0.664055,0.51298,-2.55176
-0.637045,0.611309,-2.39386
-0.586694,0.702673,-2.22012
-0.510713,0.785239,-2.02566
-0.405179,0.853377,-1.80442
-0.270582,0.902868,-1.55669
-0.11207,0.929029,-1.28511
0.0549304,0.928002,-1.00553
0.214144,0.89968,-0.733047
0.349053,0.847245,-0.483237
0.452841,0.775258,-0.262646
0.526914,0.690059,-0.0677914
0.576202,0.59671,0.106333
0.603662,0.49817,0.265176
0.612518,0.397163,0.413247
0.605394,0.296051,0.555068
0.583959,0.196822,0.694092
0.549226,0.101423,0.833199
0.502294,0.0117427,0.973361
0.443153,-0.070381,1.11793
0.372605,-0.143991,1.26888
0.290732,-0.205945,1.42655
0.198655,-0.254883,1.5917
0.0984077,-0.288087,1.76271
-0.00576972,-0.302933,1.9379
-0.111239,-0.300178,2.11407
-0.213134,-0.280729,2.28797
-0.308252,-0.242404,2.45783
-0.394491,-0.189384,2.62156
-0.467319,-0.121564,2.77831
-0.528253,-0.0435006,2.92879
-0.575846,0.0425979,3.07384
-0.610781,0.134622,-3.06743
-0.63263,0.230667,-2.9264
-0.640642,0.328764,-2.78364
-0.633573,0.42693,-2.63607
-0.609591,0.522998,-2.48014
-0.562988,0.616799,-2.31451
-0.493488,0.702347,-2.13142
-0.396774,0.776186,-1.92734
-0.273267,0.833035,-1.69941
-0.126935,0.865833,-1.44949
0.0308174,0.873156,-1.18892
0.185325,0.851918,-0.931001
0.321755,0.806569,-0.689834
0.43478,0.739237,-0.470157
0.520014,0.656652,-0.274636
0.582618,0.56145,-0.100196
0.622597,0.459093,0.0579455
0.645987,0.352451,0.203626
0.652459,0.243873,0.341977
0.645641,0.135459,0.475467
0.624534,0.0289256,0.608524
0.591469,-0.0734079,0.743616
0.544324,-0.170289,0.883724
0.484786,-0.261079,1.03079
0.410184,-0.342048,1.1873
0.321057,-0.4111,1.35631
0.217677,-0.464696,1.53639
0.102831,-0.49936,1.72773
-0.01901,-0.513697,1.92495
-0.140806,-0.507733,2.12352
-0.257854,-0.481061,2.31809
-0.364489,-0.435117,2.50399
-0.45784,-0.372611,2.67939
-0.536889,-0.296632,2.84418
-0.600546,-0.209743,2.99894
-0.647848,-0.112459,-3.13775
-0.678428,-0.00811937,-2.9985
-0.694338,0.099442,-2.86185
-0.695854,0.207141,-2.72598
-0.682095,0.313998,-2.58636
-0.647717,0.41982,-2.44095
-0.594258,0.519675,-2.28367
-0.519147,0.610307,-2.11038
-0.420133,0.687914,-1.91745
-0.296727,0.747995,-1.70318
-0.15235,0.785898,-1.4699
0.00764768,0.796722,-1.22426
0.166124,0.779892,-0.980039
0.307789,0.734259,-0.749575
0.426235,0.667311,-0.54004
0.526009,0.585303,-0.350106
0.601509,0.490154,-0.180005
0.648925,0.382509,-0.0283837
0.677247,0.269735,0.112265
0.689534,0.154001,0.247944
0.685917,0.0375718,0.3807
0.670178,-0.0765078,0.51474
0.63885,-0.187459,0.652615
0.588021,-0.293836,0.796057
0.519396,-0.391757,0.950472
0.437268,-0.474637,1.11861
0.336626,-0.543201,1.30133
0.217398,-0.594436,1.49821
0.0848367,-0.624317,1.70676
-0.0526037,-0.62978,1.92339
-0.187659,-0.61124,2.13791
-0.313483,-0.567329,2.34408
-0.422595,-0.503533,2.53598
-0.510961,-0.425038,2.71213
-0.580655,-0.334504,2.87454
-0.62965,-0.233376,3.02588
-0.661852,-0.126535,-3.11395
-0.678166,-0.015553,-2.97608
-0.679115,0.0965053,-2.83942
-0.664554,0.205794,-2.70189
-0.634004,0.312065,-2.55874
-0.586541,0.411103,-2.40655
-0.521968,0.502134,-2.24061
-0.436964,0.581711,-2.0593
-0.332992,0.64555,-1.85912
-0.210251,0.690495,-1.64277
-0.0744428,0.711939,-1.41351
0.0653168,0.708949,-1.18071
0.198795,0.682018,-0.953534
0.317691,0.633086,-0.739222
0.417124,0.56597,-0.54147
0.495704,0.484684,-0.360418
0.556687,0.392682,-0.195382
0.599076,0.293136,-0.0419986
0.62327,0.18896,0.103253
0.631776,0.082522,0.243887
0.625865,-0.0245259,0.383249
0.60497,-0.129773,0.524408
0.56992,-0.230727,0.669475
0.518866,-0.325458,0.822291
0.45072,-0.411592,0.985544
0.365018,-0.485742,1.16144
0.262201,-0.543657,1.35059
0.145043,-0.58301,1.55169
0.019336,-0.601991,1.7607
-0.109054,-0.598743,1.97205
-0.234055,-0.573218,2.18078
-0.347634,-0.52708,2.37975
-0.447171,-0.464096,2.56637
-0.529381,-0.386441,2.73954
-0.596154,-0.297486,2.90151
-0.645938,-0.19973,3.05331
-0.676459,-0.0954832,-3.08593
-0.691603,0.0119126,-2.94586
-0.691743,0.119752,-2.80766
-0.67667,0.226322,-2.66686
-0.644302,0.334287,-2.51864
-0.593355,0.436218,-2.36023
-0.520284,0.535892,-2.18696
-0.422722,0.622164,-1.99444
-0.300451,0.689755,-1.78631
-0.156184,0.734642,-1.55847
-0.00165113,0.751679,-1.31869
0.164004,0.744085,-1.0815
0.31959,0.708536,-0.853666
0.456597,0.637731,-0.639155
0.565982,0.547194,-0.449005
0.649207,0.41394,-0.256257
0.700701,0.269513,-0.0847592
0.725237,0.119139,0.0742008
0.725557,-0.0331041,0.228442
0.702203,-0.183608,0.385224
0.653488,-0.328467,0.551858
0.626873,-0.45688,0.692737
0.577072,-0.580317,0.848155
0.51586,-0.691904,1.01745
0.423144,-0.792654,1.2131
0.305399,-0.870188,1.44375
0.151373,-0.925649,1.70788
-0.0701575,-0.932836,2.01115
-0.281708,-0.900512,2.30483
-0.449498,-0.840726,2.56165
-0.57982,-0.757002,2.78353
-0.683188,-0.643664,2.95291
-0.755566,-0.519491,3.0954
-0.79641,-0.39009,-3.0592
-0.817929,-0.257219,-2.94174
-0.835463,-0.117139,-2.83134
-0.837433,0.0242822,-2.72411
-0.825082,0.164024,-2.61274
-0.796438,0.301626,-2.49589
-0.739167,0.422011,-2.36294
-0.660311,0.533873,-2.21394
-0.564325,0.632383,-2.03993
-0.440189,0.714091,-1.84134
-0.278726,0.762699,-1.60927
-0.100929,0.781294,-1.36186
0.0762078,0.76755,-1.1141
0.239149,0.724078,-0.879649
0.371457,0.653645,-0.666549
0.476417,0.564245,-0.47757
0.556629,0.462134,-0.31075
0.614399,0.350239,-0.160522
0.654367,0.237556,-0.0193657
0.670758,0.124722,0.117605
0.671493,0.0106159,0.251685
0.654047,-0.101507,0.388732
0.620891,-0.210014,0.530115
0.57518,-0.311958,0.679968
0.511698,-0.405936,0.840321
0.43202,-0.485722,1.01318
0.334363,-0.551282,1.20008
0.220054,-0.599341,1.40078
0.0930907,-0.626739,1.61231
-0.0435594,-0.632672,1.83072
-0.178071,-0.614692,2.04721
-0.301885,-0.573084,2.2546
-0.409598,-0.511873,2.44828
-0.500211,-0.438469,2.62841
-0.572809,-0.352357,2.79504
-0.631088,-0.259853,2.95265
-0.673165,-0.15993,3.10145
-0.701279,-0.0549495,-3.03836
-0.713824,0.0529461,-2.89799
-0.710204,0.159311,-2.75508
-0.691007,0.264143,-2.60853
-0.657224,0.365807,-2.45257
-0.604747,0.460871,-2.28599
-0.527073,0.549585,-2.1038
-0.426773,0.623828,-1.90365
-0.298716,0.675077,-1.68636
-0.155262,0.702597,-1.45531
-0.0174892,0.701054,-1.22517
0.114839,0.675816,-0.999901
0.23498,0.631211,-0.786281
0.337065,0.567969,-0.588098
0.424698,0.491849,-0.401637
0.492029,0.40369,-0.230326
0.538577,0.306208,-0.0696781
0.567518,0.20311,0.0820787
0.578085,0.0982542,0.22691
0.573321,-0.00696185,0.369944
0.557288,-0.113948,0.509739
0.525936,-0.217715,0.653755
0.479128,-0.318371,0.807852
0.415516,-0.413465,0.974164
0.332004,-0.496903,1.15443
0.231642,-0.568594,1.34885
0.111714,-0.621409,1.55951
-0.021934,-0.654716,1.78228
-0.163621,-0.663034,2.01218
-0.299728,-0.647579,2.23961
-0.425436,-0.608654,2.45793
-0.534472,-0.549269,2.66202
-0.623763,-0.473229,2.85011
-0.692403,-0.382764,3.02324
-0.741656,-0.283178,-3.09922
-0.772243,-0.176651,-2.9476
-0.786202,-0.0669228,-2.80126
-0.786402,0.0454455,-2.65954
-0.770539,0.156729,-2.51621
-0.737805,0.265082,-2.36787
-0.687115,0.367339,-2.21061
-0.614433,0.462762,-2.04286
-0.520528,0.545159,-1.85905
-0.405212,0.61232,-1.66011
-0.270687,0.658188,-1.44438
-0.123909,0.679469,-1.21899
0.0261392,0.674263,-0.990609
0.169313,0.64557,-0.769549
0.297497,0.593447,-0.561829
0.405713,0.521693,-0.370653
0.492758,0.43448,-0.196692
0.555782,0.335689,-0.0374403
0.600191,0.229117,0.110505
0.626749,0.118293,0.251888
0.637295,0.0049007,0.389326
0.630773,-0.108362,0.527786
0.608183,-0.219604,0.669602
0.568918,-0.325041,0.818393
0.511308,-0.423441,0.977687
0.436696,-0.510337,1.1497
0.341763,-0.583924,1.33752
0.225541,-0.639567,1.5414
0.0934237,-0.674061,1.7592
-0.0479427,-0.682089,1.98439
-0.18826,-0.663669,2.20609
-0.317247,-0.622069,2.41765
-0.432807,-0.559565,2.6142
-0.527925,-0.480248,2.7936
-0.601695,-0.385845,2.95604
-0.656205,-0.282204,3.10536
-0.693806,-0.170584,-3.03968
-0.715147,-0.0550358,-2.90759
-0.721142,0.0622819,-2.77792
-0.711826,0.179388,-2.64711
-0.686359,0.294759,-2.51273
-0.643212,0.405625,-2.36952
-0.581782,0.510691,-2.21594
-0.497707,0.605512,-2.04497
-0.38942,0.688368,-1.85402
-0.254572,0.752156,-1.63936
-0.0946638,0.792972,-1.40392
0.078823,0.805111,-1.15575
0.249901,0.791186,-0.907888
0.406833,0.749085,-0.673267
0.539919,0.684471,-0.460805
0.646665,0.601169,-0.271797
0.726879,0.507586,-0.102094
0.785048,0.404303,0.0509805
0.821469,0.295063,0.191492
0.84106,0.182168,0.324143
0.843259,0.0677267,0.452936
0.830784,-0.0460676,0.58132
0.805456,-0.156866,0.715096
0.764502,-0.263209,0.854852
0.708531,-0.363796,1.00381
0.634262,-0.454967,1.16507
0.543323,-0.532236,1.34097
0.433568,-0.593595,1.53236
0.311193,-0.635119,1.73801
0.17789,-0.654809,1.95325
0.0473765,-0.647867,2.17025
-0.0766392,-0.618998,2.3815
-0.186207,-0.56838,2.57964
-0.278672,-0.501446,2.76359
-0.353625,-0.420129,2.93185
-0.410701,-0.329063,3.08763
-0.451167,-0.231047,-3.04949
-0.47836,-0.12655,-2.91199
-0.490813,-0.0193968,-2.77844
-0.492763,0.0889584,-2.64434
-0.479863,0.196607,-2.50834
-0.449749,0.30153,-2.36645
-0.402662,0.401104,-2.21577
-0.337015,0.49257,-2.05289
-0.251241,0.5727,-1.87479
-0.143584,0.638128,-1.68004
-0.016977,0.684376,-1.46878
0.127568,0.708182,-1.24443
0.276827,0.706409,-1.0158
0.425559,0.681476,-0.790431
0.5597,0.632273,-0.578272
0.672034,0.563279,-0.385867
0.762806,0.478495,-0.211519
0.831613,0.384251,-0.0547947
0.882072,0.281713,0.08965
0.914353,0.175641,0.228244
0.93123,0.0662761,0.361549
0.92933,-0.0446051,0.495526
0.912544,-0.154249,0.631191
0.878456,-0.258962,0.772657
0.827942,-0.357746,0.922467
0.758742,-0.446068,1.08348
0.671174,-0.522496,1.25819
0.564431,-0.582852,1.44783
0.4419,-0.624307,1.65096
0.311023,-0.642771,1.86435
0.177635,-0.638326,2.07996
0.0499566,-0.611338,2.29051
-0.0652111,-0.563812,2.49019
-0.162646,-0.49456,2.67958
-0.240674,-0.411268,2.85388
-0.298903,-0.316512,3.01295
-0.339459,-0.214572,-3.12127
-0.362299,-0.111075,-2.98273
-0.370537,-0.00547066,-2.84742
-0.36884,0.100416,-2.71295
-0.352609,0.205101,-2.57608
-0.319693,0.309356,-2.4322
-0.268776,0.406538,-2.27713
-0.199033,0.49482,-2.10951
-0.110588,0.569655,-1.92712
-0.00282433,0.628739,-1.7288
0.121559,0.667155,-1.51732
0.256168,0.683382,-1.29675
0.392534,0.676126,-1.07458
0.521661,0.645971,-0.858847
0.636627,0.595244,-0.65553
0.733297,0.527311,-0.467616
0.813272,0.445898,-0.290462
0.873953,0.353682,-0.127092
0.917284,0.257869,0.0261226
0.944438,0.157001,0.171883
0.958104,0.0568166,0.314917
0.957257,-0.0442677,0.456484
0.941206,-0.142036,0.602874
0.910416,-0.23639,0.753563
0.862264,-0.323378,0.913531
0.798148,-0.401605,1.08293
0.717432,-0.468757,1.26275
0.621393,-0.52131,1.45416
0.513907,-0.556057,1.65468
0.398841,-0.571397,1.86152
0.279238,-0.570367,2.06834
0.163278,-0.548827,2.27207
0.0544088,-0.509919,2.47034
-0.0412961,-0.45367,2.65796
-0.121956,-0.384527,2.83628
-0.186509,-0.303737,3.00353
-0.236389,-0.215686,-3.12163
-0.271099,-0.121252,-2.97061
-0.290638,-0.0252755,-2.82575
-0.296063,0.0724346,-2.68246
-0.288117,0.170135,-2.53867
-0.265623,0.265666,-2.39098
-0.228006,0.360473,-2.23666
-0.173172,0.448414,-2.07234
-0.0990054,0.527829,-1.89473
-0.00578796,0.59385,-1.7023
0.106229,0.644449,-1.49528
0.231696,0.675769,-1.27701
0.364765,0.68452,-1.05199
0.498083,0.670438,-0.829587
0.621632,0.634194,-0.615752
0.732816,0.578392,-0.41428
0.824813,0.506063,-0.228697
0.897486,0.421067,-0.0581025
0.951254,0.326466,0.0996044
0.987712,0.225313,0.2476
1.0082,0.120204,0.389184
1.01956,0.0102435,0.526601
1.01569,-0.100129,0.663461
0.998264,-0.210002,0.800773
0.964681,-0.316396,0.944134
0.912874,-0.417572,1.09732
0.841441,-0.509784,1.26387
0.745688,-0.588992,1.44868
0.628599,-0.651004,1.65152
0.492481,-0.691141,1.87037
0.344947,-0.706541,2.09947
0.198325,-0.695273,2.32697
0.0613897,-0.659428,2.54571
-0.0600035,-0.601143,2.74862
-0.160393,-0.525013,2.93355
-0.23992,-0.43307,3.10201
-0.299137,-0.331022,-3.02733
-0.338634,-0.222281,-2.88472
-0.361536,-0.109405,-2.74911
-0.369546,0.0050426,-2.6167
-0.362262,0.119629,-2.48424
-0.33945,0.23066,-2.34761
-0.300023,0.337482,-2.20389
-0.242641,0.436267,-2.04866
-0.165456,0.524992,-1.87938
-0.0684846,0.599227,-1.69259
0.0488787,0.656074,-1.48854
0.181236,0.69041,-1.26914
0.322771,0.700981,-1.04154
0.463118,0.687087,-0.814478
0.59343,0.649656,-0.596436
0.706382,0.5924,-0.393404
0.799899,0.519206,-0.206959
0.873178,0.433096,-0.0362728
0.927262,0.338511,0.122253
0.963688,0.23735,0.270755
0.983713,0.132752,0.412529
0.988865,0.0264819,0.551028
0.978546,-0.0786859,0.689806
0.953437,-0.181366,0.831556
0.912813,-0.279434,0.979324
0.855967,-0.37036,1.13596
0.780203,-0.45248,1.30319
0.686734,-0.521398,1.48386
0.576455,-0.573117,1.67902
0.45308,-0.605026,1.88533
0.322077,-0.614606,2.09849
0.192021,-0.601368,2.3109
0.0720871,-0.565568,2.5158
-0.0339755,-0.510704,2.70898
-0.121934,-0.440095,2.88786
-0.192154,-0.357015,3.05371
-0.245212,-0.263867,-3.075
-0.282,-0.164232,-2.92894
-0.302537,-0.0599808,-2.78832
-0.308391,0.0461574,-2.64997
-0.29956,0.151759,-2.51048
-0.275573,0.255059,-2.36701
-0.236804,0.354166,-2.21655
-0.180363,0.446374,-2.0557
-0.105403,0.528289,-1.88159
-0.0112448,0.596905,-1.69235
0.102458,0.64855,-1.48719
0.230936,0.679642,-1.26914
0.367248,0.6884,-1.04364
0.502585,0.673471,-0.81907
0.628694,0.636063,-0.603695
0.738271,0.578904,-0.402563
0.82991,0.505931,-0.216935
0.901808,0.420231,-0.0464977
0.955771,0.325186,0.110979
0.992429,0.223575,0.258736
1.01358,0.118083,0.399576
1.01949,0.0107753,0.537198
1.01061,-0.0963846,0.674818
0.98701,-0.201045,0.8168
0.947251,-0.301196,0.965174
0.891292,-0.394959,1.12289
0.817215,-0.47872,1.29284
0.725097,-0.548902,1.47747
0.615357,-0.602619,1.67658
0.491153,-0.63614,1.88804
0.359116,-0.647567,2.10645
0.230104,-0.634452,2.3244
0.109398,-0.599719,2.53503
0.00481374,-0.545399,2.73271
-0.0825203,-0.475358,2.91638
-0.152033,-0.393244,3.08648
-0.204027,-0.301745,-3.03817
-0.239648,-0.20472,-2.88821
-0.259807,-0.103693,-2.74408
-0.266551,-0.00126031,-2.60271
-0.258838,0.10117,-2.46131
-0.23839,0.201185,-2.31628
-0.202366,0.296852,-2.16546
-0.151261,0.385715,-2.00551
-0.0827705,0.465624,-1.83438
0.00172853,0.534034,-1.65082
0.10307,0.587256,-1.45386
0.217845,0.623169,-1.24499
0.341192,0.638302,-1.02869
0.465933,0.631022,-0.811743
0.584124,0.602479,-0.600395
0.689281,0.555794,-0.399234
0.778937,0.492948,-0.210744
0.85096,0.417017,-0.0355114
0.906006,0.331302,0.128176
0.943915,0.238516,0.282697
0.966564,0.141468,0.430829
0.973998,0.0418899,0.574691
0.966976,-0.0575661,0.717932
0.945721,-0.15538,0.864031
0.909668,-0.248959,1.01511
0.85786,-0.33559,1.17446
0.790117,-0.41282,1.34365
0.706078,-0.477977,1.52392
0.606707,-0.526773,1.71562
0.495917,-0.557728,1.91667
0.377598,-0.568948,2.12319
0.259232,-0.559468,2.3298
0.147178,-0.529733,2.53125
0.0465856,-0.481676,2.72337
-0.0396805,-0.417928,2.90427
-0.110362,-0.341732,3.07387
-0.164737,-0.256034,-3.04994
-0.203699,-0.163355,-2.89846
-0.229502,-0.0673809,-2.75161
-0.240834,0.031201,-2.60754
-0.238183,0.130819,-2.46328
-0.220839,0.228994,-2.31614
-0.187314,0.323059,-2.16287
-0.13703,0.410733,-2.00069
-0.0682718,0.489177,-1.82776
0.0182372,0.555663,-1.64156
0.123227,0.606811,-1.44166
0.241572,0.638945,-1.23034
0.368306,0.65101,-1.01197
0.495656,0.640619,-0.793143
0.616117,0.609455,-0.580788
0.722779,0.558901,-0.380108
0.811765,0.491944,-0.193631
0.88286,0.412615,-0.0207274
0.936266,0.323249,0.139755
0.972714,0.22718,0.290924
0.992681,0.126014,0.435318
0.997768,0.0229934,0.576594
0.988872,-0.0807448,0.717133
0.964865,-0.182191,0.860559
0.92689,-0.27962,1.00874
0.872403,-0.370362,1.16564
0.802842,-0.452827,1.33336
0.715202,-0.522983,1.51434
0.612097,-0.577815,1.70848
0.495053,-0.614382,1.91442
0.370742,-0.629402,2.12829
0.24501,-0.622652,2.34342
0.12583,-0.594436,2.55364
0.0197912,-0.546159,2.75247
-0.0702162,-0.481936,2.9383
-0.14262,-0.40427,3.11079
-0.198093,-0.316896,-3.01137
-0.237827,-0.222301,-2.86007
-0.262109,-0.122989,-2.71521
-0.271609,-0.0212128,-2.57385
-0.266638,0.0809181,-2.43305
-0.246904,0.180985,-2.28982
-0.212144,0.277502,-2.14125
-0.164146,0.366616,-1.98405
-0.0995116,0.447201,-1.81646
-0.0174744,0.515724,-1.6358
